n,actual_n,k,seed,num_edges,algorithm,time,success,timed_out,modularity,optimal,error,graph_type,xi,timestamp
20,20,2,16,24,bnb_py,0.026689767837524414,True,False,0.3741319444444444,True,,abcd,0.1,2026-02-07T11:45:31.358572
20,20,2,16,24,leiden_c_x100,0.004964113235473633,True,False,0.290798611111111,False,,abcd,0.1,2026-02-07T11:45:31.823567
20,20,2,17,27,gurobi,0.024866104125976562,True,False,0.3888888888888889,True,,abcd,0.1,2026-02-07T11:45:32.305812
20,20,2,17,27,bnb_c_seq,0.005756855010986328,True,False,0.388888888888889,True,,abcd,0.1,2026-02-07T11:45:32.784951
20,20,2,17,27,bnb_c,0.007060050964355469,True,False,0.388888888888889,True,,abcd,0.1,2026-02-07T11:45:33.279578
20,20,2,17,27,bnb_c_pruned,0.008278846740722656,True,False,0.388888888888889,True,,abcd,0.1,2026-02-07T11:45:33.768712
20,20,2,17,27,pyomo_cplex,0.08871984481811523,True,False,0.38888888888888884,True,,abcd,0.1,2026-02-07T11:45:34.339817
20,20,2,17,27,bnb_py,0.025171995162963867,True,False,0.38888888888888895,True,,abcd,0.1,2026-02-07T11:45:34.847505
20,20,2,17,27,leiden_c_x100,0.0053021907806396484,True,False,0.388888888888889,True,,abcd,0.1,2026-02-07T11:45:35.319189
20,12,2,18,16,gurobi,0.010073184967041016,True,False,0.310546875,True,,abcd,0.1,2026-02-07T11:45:35.795409
20,12,2,18,16,bnb_c_seq,0.005140781402587891,True,False,0.310546875,True,,abcd,0.1,2026-02-07T11:45:36.259411
20,12,2,18,16,bnb_c,0.008365631103515625,True,False,0.310546875,True,,abcd,0.1,2026-02-07T11:45:36.734195
20,12,2,18,16,bnb_c_pruned,0.006763935089111328,True,False,0.310546875,True,,abcd,0.1,2026-02-07T11:45:37.205816
20,12,2,18,16,pyomo_cplex,0.08117079734802246,True,False,0.310546875,True,,abcd,0.1,2026-02-07T11:45:37.752980
20,12,2,18,16,bnb_py,0.01045989990234375,True,False,0.310546875,True,,abcd,0.1,2026-02-07T11:45:38.239412
20,12,2,18,16,leiden_c_x100,0.005586862564086914,True,False,0.310546875,True,,abcd,0.1,2026-02-07T11:45:38.705684
20,20,2,19,26,gurobi,0.017042160034179688,True,False,0.4607988165680474,True,,abcd,0.1,2026-02-07T11:45:39.195089
20,20,2,19,26,bnb_c_seq,0.005780935287475586,True,False,0.460798816568047,True,,abcd,0.1,2026-02-07T11:45:39.670725
20,20,2,19,26,bnb_c,0.00725102424621582,True,False,0.460798816568047,True,,abcd,0.1,2026-02-07T11:45:40.146656
20,20,2,19,26,bnb_c_pruned,0.006345033645629883,True,False,0.460798816568047,True,,abcd,0.1,2026-02-07T11:45:40.613308
20,20,2,19,26,pyomo_cplex,0.08227920532226562,True,False,0.460798816568048,True,,abcd,0.1,2026-02-07T11:45:41.160347
20,20,2,19,26,bnb_py,0.02280879020690918,True,False,0.4607988165680474,True,,abcd,0.1,2026-02-07T11:45:41.643390
20,20,2,19,26,leiden_c_x100,0.005334138870239258,True,False,0.460798816568047,True,,abcd,0.1,2026-02-07T11:45:42.106010
40,40,2,0,56,gurobi,0.8833260536193848,True,False,0.40927933673469374,True,,abcd,0.1,2026-02-07T11:45:43.450431
40,40,2,0,56,bnb_c_seq,0.0073642730712890625,True,False,0.409279336734694,True,,abcd,0.1,2026-02-07T11:45:43.932975
40,40,2,0,56,bnb_c,0.007339000701904297,True,False,0.409279336734694,True,,abcd,0.1,2026-02-07T11:45:44.415924
40,40,2,0,56,bnb_c_pruned,0.007591962814331055,True,False,0.409279336734694,True,,abcd,0.1,2026-02-07T11:45:44.893668
40,40,2,0,56,pyomo_cplex,0.3175790309906006,True,False,0.40927933673469324,True,,abcd,0.1,2026-02-07T11:45:45.685996
40,40,2,0,56,bnb_py,0.1768052577972412,True,False,0.40927933673469385,True,,abcd,0.1,2026-02-07T11:45:46.328257
40,40,2,0,56,leiden_c_x100,0.0052301883697509766,True,False,0.409279336734694,True,,abcd,0.1,2026-02-07T11:45:46.798572
40,40,2,1,71,gurobi,0.4731259346008301,True,False,0.4014084507042247,True,,abcd,0.1,2026-02-07T11:45:47.737512
40,40,2,1,71,bnb_c_seq,0.0065631866455078125,True,False,0.401408450704225,True,,abcd,0.1,2026-02-07T11:45:48.215383
40,40,2,1,71,bnb_c,0.01566004753112793,True,False,0.401408450704225,True,,abcd,0.1,2026-02-07T11:45:48.690473
40,40,2,1,71,bnb_c_pruned,0.007606983184814453,True,False,0.401408450704225,True,,abcd,0.1,2026-02-07T11:45:49.155799
40,40,2,1,71,pyomo_cplex,0.2812368869781494,True,False,0.40140845070422615,True,,abcd,0.1,2026-02-07T11:45:49.897564
40,40,2,1,71,bnb_py,0.1006472110748291,True,False,0.4014084507042254,True,,abcd,0.1,2026-02-07T11:45:50.463904
40,40,2,1,71,leiden_c_x100,0.0052337646484375,True,False,0.391489783773061,False,,abcd,0.1,2026-02-07T11:45:50.933770
40,40,2,2,67,gurobi,0.32492780685424805,True,False,0.4014257072844714,True,,abcd,0.1,2026-02-07T11:45:51.720761
40,40,2,2,67,bnb_c_seq,0.00592803955078125,True,False,0.401425707284473,True,,abcd,0.1,2026-02-07T11:45:52.201944
40,40,2,2,67,bnb_c,0.007046937942504883,True,False,0.401425707284473,True,,abcd,0.1,2026-02-07T11:45:52.670049
40,40,2,2,67,bnb_c_pruned,0.00702214241027832,True,False,0.401425707284473,True,,abcd,0.1,2026-02-07T11:45:53.139579
40,40,2,2,67,pyomo_cplex,0.16438817977905273,True,False,0.40142570728447174,True,,abcd,0.1,2026-02-07T11:45:53.765648
40,40,2,2,67,bnb_py,0.10750889778137207,True,False,0.4014257072844732,True,,abcd,0.1,2026-02-07T11:45:54.336346
40,40,2,2,67,leiden_c_x100,0.005695819854736328,True,False,0.380485631543774,False,,abcd,0.1,2026-02-07T11:45:54.809547
40,40,2,3,70,gurobi,0.1428220272064209,True,False,0.4363265306122436,True,,abcd,0.1,2026-02-07T11:45:55.416193
40,40,2,3,70,bnb_c_seq,0.0057811737060546875,True,False,0.436326530612245,True,,abcd,0.1,2026-02-07T11:45:55.892213
40,40,2,3,70,bnb_c,0.007147073745727539,True,False,0.436326530612245,True,,abcd,0.1,2026-02-07T11:45:56.364814
